file_name,folder_name,submissions,weight,text,date,year_month,month
Lee Edwards, Ph.D.
Chairman
Victims of Communism Memorial Foundation

Introduction

©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

7

Karl Marx

Karl Marx
and His Legacy
OVERVIEW

OBJECTIVES

Perhaps no 19th century figure has

Students will:
•

compare and contrast the views of George
Washington, Martin Luther King, Jr., and Karl
Marx on liberty, religion, and property

•

analyze excerpts from The Communist
Manifesto

•

understand elements of Marxist theory

•

speculate about life in a Marxist society

had a greater impact on history
than the German philosopher and
historian, Karl Marx. His “scientific”
theory of class warfare and inevitable
violent revolution has led, directly and
indirectly, to the deaths of over 100

S TA N D A R D S :
•

NCHS World History Era 7: 4B

million people, as well as calamitous
ESSENTIAL QUESTION:

social, political, and economic
change around the globe. A basic

How does Marxist theory conflict

understanding of his philosophy

basic human rights?

with the Western understanding of

and its impact on nations and
individuals is a critical component for
understanding the world of the 20th

M AT E R I A L S
•

Background Essay: The Legacy of Karl Marx

•

Student Handout A: PSA: Excerpts from The
Communist Manifesto

•

Teacher Resource: Quote Cards

•

Student Handout B: Washington,
Marx, and King

•

Student Handout C: If I Were A Marxist. . .

•

Answer Key (in back of book)

and 21st centuries.

Karl Marx

©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

9

Karl Marx

C R E AT E T H E C O N T E X T
[for homework or in class the previous day]
A | Ask students what they know about life today in China, North Korea, Laos,
Vietnam, or Cuba. Explain to students that all of these are communist nations
and that the government of these countries is based, in part, on the writings of
Karl Marx, a 19th century historian and economist.

B | Have students read Background Essay: The Legacy of Karl Marx and answer (or
think about) the questions following the essay. (See the Answer Key for suggested
responses.)

P S A (Primary Source Activity) [5 minutes]
A |	Distribute Student Handout A: PSA: Excerpts from The Communist Manifesto
to students. Working individually or in pairs, they should paraphrase the excerpts.

B | Ask students to share their paraphrases, as well as their reaction to these statements.

A C T I V I T Y A [15 minutes]
A | Prior to class, duplicate, shuffle, and post around the room at various stations
the Teacher Resource: Quote Cards. Spend a few minutes gathering from the
class what they know (or what they think they know) about Washington, Marx,
and King.

B | Distribute Student Handout B: Washington, Marx, and King. Each student (or
pair of students) should take his/her handout to a different quote station (there
are twenty four quotes.) Circulating in the same direction, students should
read the quote; check who they think the author is; write why they think so; and
move on to the next quote. As they circulate, encourage students to share their
reasoning with each other. When each student has reviewed 5-6 quotes, bring
the class back together as a large group.

C | Ask students to volunteer their answers and/or provide the correct sources
(see Answer Key.) Encourage students to explain their reasoning. Ask them the
following:

10

•

Were they surprised by any of the correct identifications and, if so, why?

•

Did they see any themes in the quotes? (Suggested answers: liberty, freedom, religion, property, violence)

•

How would they compare and contrast the views of Washington, Marx, and
King on these topics? (Accept all thoughtful answers)

COMMUNISM: ITS IDEOLOGY, ITS HISTORY, AND ITS LEGACY

Karl Marx

Karl Marx

A C T I V I T Y B [15 minutes]
A | Explain to students that many elements of Marxist thinking became a reality in
the 20th and 21st centuries, but at a great human cost.

B | Distribute Student Handout C: If I Were a Marxist. . . Give students a few minutes
to read and to rank their satisfaction or dissatisfaction with various aspects of
Marxist society. Then have students share with a partner.

W R A P - U P [10 minutes]
Ask the class to share their # 1 rankings and, if time permits, others as well. Discuss why
they ranked the conditions as they did with the entire class. (Accept all reasoned answers.)
Ask the students why they were bothered by these conditions. Ask them if the rankings
might be different if they were completed by:
•

Their parents

•

Their grandparents

•

George Washington

•

Martin Luther King, Jr.

I M M E D I AT E A S S E S S M E N T
A | Write an imaginary dialogue between Marx and either George Washington or
Martin Luther King, Jr. in which you discuss the value of liberty, religious freedom,
and/or private property.

B | Choose one quote from Student Handout B and either illustrate the quote or
create a political cartoon based upon it.

C | In a well-written 3-4 paragraph essay, explain why the conditions presented in
Student Handout C: If I Were a Marxist concerned you.

Karl Marx

©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

11

Karl Marx

LONG-TERM ASSESSMENT
A | Students could perform an online search to find an article about how Marxist
theory is practiced in one or more of today’s communist countries.
China

Cuba

Laos

North Korea

Vietnam

Good sources for such articles include:
http://www.nytimes.com/
http://www.humanrightsfoundation.org/
http://http://www.bbc.co.uk
Students could read the article and present the results of their search as either
a.) one paragraph summary; b.) five slide Powerpoint presentation; or c.)
Twitter entry.
(Students should note the source of their article. Wikipedia and articles written
by the Communist Party as well as the governments of these countries are likely
to be incomplete, inaccurate, and/or biased.)

B | Assign excerpts from Chapters 1-3 of George Orwell’s Animal Farm and have
students present a 5 minute book talk to the class in which they a.) summarize
the chapter and b.) explain how the events described reflect the thinking of Karl
Marx.

12

COMMUNISM: ITS IDEOLOGY, ITS HISTORY, AND ITS LEGACY

Karl Marx

Karl Marx

BACKGROUND ESSAY
THE LEGACY OF KARL MARX

ave you ever thought about the number

H

In the Manifesto, Marx stated, “The theory of

of people who have died as a result

the communists may be summed up in the single

of war or conflict? Nearly 700,000

sentence: Abolition of private property.” He knew

individuals perished during the American Civil

that depriving individuals of this most basic free-

War. 9 million died in World War I. 10 million

dom would not be easy. Force would be necessary.

people were slaughtered as a result of Nazi

Marx understood this. “Of course,” he said, “in

genocide under Adolf Hitler. 60 million lost their

the beginning, this cannot be effected except by

lives during World War II.

means of despotic inroads.” Therefore, for at least

However, none of these totals compare with
the number of people who have lost their lives as

a time, dictatorship would be necessary. Repression is the essence of communism.

a result of communism. Between 1917-1991, over

Communists pledged themselves to massive

100 million people died as a direct result of com-

redistribution of wealth. However, Marx realized

munist ideas and actions. This legacy of death has

that his views on property were in direct conflict

its origins in the writings of a nineteenth century

with the current social and political order. There-

German historian, Karl Marx.

fore, revolution alone would bring about his de-

Karl Marx is known as the founder of commu-

sired social changes.

nism. His 1848 book, The Communist Manifesto,

The Manifesto presents specific actions to

established the basis for the communist philoso-

achieve Marx’s goals. Private property would be

phy. Few ideas have been as repressive as com-

abolished. A graduated income tax—the more

munism. Believers in Karl Marx have violated the

you make, the more you pay—would be instituted.

most basic human rights: the right to property and

All rights of inheritance would be abolished. The

freedoms of press, assembly, speech, movement,

government would control all means of produc-

and religion.

tion, all credit and banking systems, and all communication and transportation systems.

©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

13

Karl Marx

BACKGROUND ESSAY
Marx expected that all nations of the world

communists had a “world to win.” The followers

would eventually follow his ideas and implement

of Marx pursued the goal of revolution worldwide.

his plan. “Workers of the world, unite!” was

After Marx, history would never be the same.

the closing call to arms in his Manifesto. The

THINK ABOUT IT
1. How many people have died as a direct result of communism?
2. What was the key element of Marx’s theory of communism?
3. Why did Marx think that revolution was necessary to achieve his goals?
4. Did Marx believe in a right to private property? Do you? Why?
5. 	Can significant social, political, or economic change occur without violent
revolution? If not, why not? If so, how?

14

COMMUNISM: ITS IDEOLOGY, ITS HISTORY, AND ITS LEGACY

Karl Marx: Student Handout A

PSA: Excerpts from
The Communist Manifesto
DIRECTIONS:
Read the following excerpts and paraphrase each in the blanks that follow. Use the Vocab App (if
necessary) to help you understand the text.

1.	
“The history of all hitherto existing society is the history of class struggles. . . Society
as a whole is more and more splitting up into two great hostile camps, into two great
classes directly facing each other — Bourgeoisie and Proletariat.”

2.	
“In this sense, the theory of the Communists may be summed up in the single
sentence: Abolition of private property.”

3.	
“Let the ruling classes tremble at a Communistic revolution. The proletarians
have nothing to lose but their chains. They have a world to win. Working men of all
countries, Unite! ”

VOCAB APP
Bourgeoisie:

middle class

Proletariat:

working class

proletarians:

members of the working class

©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

15

Karl Marx: Teacher Resource

Quote Cards
DIRECTIONS:
Duplicate and post each of these quotes at various stations around the classroom. An alternative
would be to place them on student desks or for the students to pass the quote cards around.

1. “Revolutions are the
locomotives of history”

2. “Religion is the sign of the
oppressed creature . . .
It is the opium of the people.”

16

COMMUNISM: ITS IDEOLOGY, ITS HISTORY, AND ITS LEGACY

Karl Marx: Teacher Resource (continued)

3. “The blessing and protection
of Heaven are at all times
necessary . . .”

4. “While we are zealously
performing the duties of good
Citizens . . . we certainly ought
not to be inattentive to the higher
duties of religion.”
5. “ Of all the dispositions and
habits, which lead to political
prosperity, religion and morality
are indispensable supports.”
©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

17

Karl Marx: Teacher Resource (continued)

6. “. . . religion for me is life.”

7. “Now is the time to make
justice a reality for all
of God’s children.”

8. “A just law is a man-made
code that squares with the moral
law or the law of God.”

18

COMMUNISM: ITS IDEOLOGY, ITS HISTORY, AND ITS LEGACY

Karl Marx: Teacher Resource (continued)

9. “Freedom is never voluntarily
given by the oppressor; it must
be demanded by the oppressed.”

10. “Free at last, free at last.
Thank God Almighty,
we are free at last.”

11. “I say to you that our goal
is freedom . . .”

©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

19

Karl Marx: Teacher Resource (continued)

12. “If freedom of speech is taken
away, then dumb and silent
we may be led, like sheep to
the slaughter.”

13. “Liberty, when it begins
to take root, is a plant of
rapid growth.”

14. “You are free men, fighting for
the blessings of Liberty . . . ”

20

COMMUNISM: ITS IDEOLOGY, ITS HISTORY, AND ITS LEGACY

Karl Marx: Teacher Resource (continued)

15. “The establishment of civil
and religious Liberty was
the motive which induced
me to the field.”

16. “Freedom in this field can
only consist in socialised man.”

17. “The time is now near at hand
which must probably determine
whether people are to be freemen or
slaves; whether they are to have any
property they can call their own.”
©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

21

Karl Marx: Teacher Resource (continued)

18. “You are horrified at our
intending to do away with
private property.”

19. “From each according to
his abilities, to each according
to his needs.”

20. “War is an act of violence
whose object is to constrain the
enemy, to accomplish our will.”

22

COMMUNISM: ITS IDEOLOGY, ITS HISTORY, AND ITS LEGACY

Karl Marx: Teacher Resource (continued)

21. “Nonviolence is the answer to
the crucial political and moral
questions of our time.”

22. “The history of all previous
societies has been the history
of class struggles.”

©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

23

Karl Marx: Student Handout B

Washington, Marx, and King
DIRECTIONS:
Circulate around the room, reading the quotes. On the chart below, note the number of the quote,
place an “X” in the column of the person you think made the statement, and write in the last column
the reasons for your identifications.

24

Quote

George

Karl

Martin Luther

#

Washington

Marx

King, Jr.

COMMUNISM: ITS IDEOLOGY, ITS HISTORY, AND ITS LEGACY

Why?

Karl Marx: Student Handout C

If I Were A Marxist. . .
DIRECTIONS:
In The Communist Manifesto (Section 2), Marx describes life in Marxist society.
If you lived in such a society, all or most of the following would be true. Rank these statements
giving #1 to the situation you would be most bothered by; #2 to the situation which would bother
you the next most, etc.

1.	

I could be ordered to give all of my personal property (clothes, shoes,

books, electronics, house, etc.) to the government.

2.	

I would not inherit money, land, or any type of property from my parents

and grandparents.

3.	

I could only deposit money in a government-controlled bank.

4.	

I would have to continue working, even if I were old or sick.

5.	

I could not choose my job or profession—the government

would choose it for me.

6.	

I could be forced by the government to move from the city to the country,

or from the country to the city.

7.	

I would be required to attend public schools.

8.	

I could be required to work in a farm or factory for twelve months in order

to graduate from high school.

9.	

I could be sent to prison by the government because of what I say, what I

believe, what I write, with whom I spend time.

©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

25

Lenin and the Bolshevik Revolution

Lenin and the

Bolshevik Revolution
OVERVIEW

OBJECTIVES

Vladimir Lenin was the father of the
Bolshevik Revolution. His revolution
began in October, 1917 and led to
nationalization, centralization,

Students will:
•

discuss and explain Lenin’s statements
about liberty

•

assess Lenin’s understanding of liberty

•

compare and contrast Lenin’s view of
freedom with their own

•

apply and evaluate Lenin’s criteria for
restricting freedom

collectivization, abolition of property,
and restriction of basic freedoms in

S TA N D A R D S :

Russia. These goals were achieved

•

NCHS World History Era 8: 2C

•

NCHS US History Era 7: 2C

through state-sponsored terror and
intimidation. Between 1917-1923,

ESSENTIAL QUESTION:

over 200,000 people were executed at

Why did so many Russian people
resist Lenin and the Bolsheviks?

the hands of the Bolsheviks. 300,000
more died as a result of execution,
imprisonment, and forced relocation

M AT E R I A L S

to labor camps. Lenin’s denial of

•

basic human rights was an integral

Background Essay: Exterminating
Harmful Insects

•

Student Handout A: PSA: Lenin

component of his “dream” of a workers’

•

Teacher Resource: “Criminal”
Character Cards

paradise. His “dream” became a reality

•

under the totalitarian Soviet Union.

Student Handout B: Which Harmful
Insects Will We Eliminate?

•

Answer Key (in back of book)

Lenin

©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

27

Lenin

C R E AT E T H E C O N T E X T
[for homework or in class the previous day]
A | Ask students to brainstorm what people, places, images, or quotes they think of
when they hear the words “liberty” and “freedom,” or when they hear the word
“revolution.”

B | Have students read Background Essay: Exterminating Harmful Insects and
answer (or think about) the questions which follow the essay. (See the Answer
Key for suggested responses.)

P S A (Primary Source Activity) [10 minutes]
A | 	Briefly review the Background Essay to clarify any terms, concepts, or ideas.
B | Distribute Student Handout A: PSA: Lenin to students and give them about 5
minutes to paraphrase one quote and answer the question. Spend another five
minutes discussing their rankings.

A C T I V I T Y [25 minutes]
A | Remind students that during the Bolshevik control of Russia, hundreds of
thousands of people were denied basic human rights. In today’s activity, students
will role-play some typical Russian people to better understand the impact of
Lenin and the Bolsheviks on Russian society.

B | Distribute to each student one of the Teacher Resource: “Criminal” Character
cards and give students 2-3 minutes to familiarize themselves with the character.
Then, distribute Handout B: Which Harmful Insects Will We Exterminate? and
allow time for students to fill in the boxes for their particular character. (These
characters are not real people, but are based upon composite experiences of
individuals in pre-Bolshevik Russia.)

C | Form students into groups of six (six different characters per group) and ask
them to introduce/interview each other to complete the Handout. Encourage
students to use expressions, accents, etc. to make the role-playing realistic.

D | Write the name of each character on the board. Then, ask students, “If you
were Lenin or Latsis, which of these people would you hand over for execution
and why?” Tally the votes and ask students to defend their decisions. Then, ask
students to offer reasons why these “criminals” should not be executed.

28

COMMUNISM: ITS IDEOLOGY, ITS HISTORY, AND ITS LEGACY

Lenin

Lenin

W R A P - U P [15 minutes]
Ask students the following questions and accept all thoughtful responses:

1

|	What rights did Lenin and the Bolsheviks take away from most Russian people?
Why?

2

| Why did so many people resist being deprived of these rights?

3

| Why did Lenin and the Bolsheviks resort to terror and intimidation to deprive
people of these rights?

4

| 	How would you react if you were deprived of the rights to property, free expression,
freedom of conscience, and freedom of assembly? Why?

I M M E D I AT E A S S E S S M E N T
A | Write 3-4 entries in a daily diary for any one of the characters from the activity,
focusing on why they were arrested, how they were treated while under arrest,
and how they felt about the Bolsheviks taking away their basic freedoms.

B | Create a 10-slide Powerpoint presentation illustrating Lenin’s restrictions on
basic human rights. A brief annotated bibliography (what is the source for the
information and/or graphic and why is it credible) should be included.

C | Answer one (or all) of the questions posed in the Wrap Up in one well-constructed
3-4 paragraph essay per response.

Lenin

©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

29

Lenin

LONG-TERM ASSESSMENT
A | 	Direct students to any of these resources from virtual exhibits of the Museum on
Communism. For each source, they could a.) write a brief response to what they
learned; b.) make a short presentation about what they learned to the class; or c.)
post a Facebook or Twitter comment about what they learned.
•

Richard Pipes, Russia Under Communism
(appropriate for advanced students )
http://soviet.museumoncommunism.org/content/history-1

•

 imeline of Russia Under Communism
T
http://soviet.museumoncommunism.org/ussr/timeline

•

 iography of Lenin
B
http://soviet.museumoncommunism.org/ussr/bios/lenin

•

 useum Launch Video (the first 40 seconds)
M
http://museumoncommunism.org/videos/484

B | The entire Romanov family died at the hands of Lenin and the Bolsheviks.
Nicholas and Alexandra (http://www.nicholasandalexandra.com/) contains
links to a wide variety of credible websites.

C | Show excerpts about the Bolshevik regime from the films Dr. Zhivago or Nicholas
and Alexandra.

C O M M U N I S M ’ S C O N T E M P O R A RY
CONNECTIONS (C3)
Students could perform an online search to find an article about limitations on liberties in
one or more of today’s communist countries.

China

Cuba

Laos

North Korea

Vietnam

Good sources for such articles include:
http://www.nytimes.com/
http://www.humanrightsfoundation.org/
http://www.bbc.co.uk
Students could read the article and present the results of their search as either 1.) one
paragraph summary; 2.) five slide Powerpoint presentation; or 3.) Twitter entry.
(Students should note the source of their article. Wikipedia and articles written by the
Communist Party as well as the governments of these countries are likely to be incomplete,
inaccurate, and/or biased.)

30

COMMUNISM: ITS IDEOLOGY, ITS HISTORY, AND ITS LEGACY

Lenin

Lenin

BACKGROUND ESSAY
E X T E R M I N AT I N G H A R M F U L I N S E C T S

V

ladimir Lenin was born in 1870. By his

their totalitarian dictatorship. The deaths and de-

early twenties, he was a devoted believer

struction had just begun.

in the ideas of Karl Marx. By 1917, he was

Lenin created a secret police force, the Cheka,

the leader of the Bolshevik (Communist) Revo-

to eliminate those who opposed him. By 1920, the

lution. By the time of his death in 1924, he was

Cheka had carried out 50,000 executions. By 1923

known as the Father of the Soviet Union. Lenin

over half a million people died as a result of execu-

created the Soviet totalitarian system by eliminat-

tion, imprisonment, and forced relocation to labor

ing basic freedoms, executing his enemies, and

camps.

promoting global revolution.

Bolsheviks employed mass terror to remain in

Karl Marx had denied the right to private prop-

power. Lenin wrote countless directives order-

erty and called religion “the opiate of the people.”

ing kulaks (wealthy peasants), priests, and other

Lenin, too, was an atheist. As a teenager, he re-

“harmful insects” to be hung or shot.

moved a cross from around his neck and “tossed

Martin Latsis, one of the first leaders of the Che-

it in the rubbish bin.” As an adult and leader of

ka, carried out these ruthless orders. Bolshevism

Bolshevik Russia, Lenin stated, “We do not believe

was driven by class hatred, and Latsis affirmed that

in God.”

the Bolsheviks were in the process of exterminat-

Lenin and the Bolsheviks did not believe in

ing full classes of human beings:

rights that many others affirmed as natural rights.
When they seized power in October 1917, the

We are exterminating the bourgeoisie

Bolsheviks began to abolish private property and

[middle class] as a class. In your investiga-

restrict speech, assembly, and press. Religious

tions don’t look for documents and pieces

belief and practice were also limited. By the end

of evidence about what the defendant has

of 1917, restrictions of basic human rights were

done . . . . The first question you should ask

underway.

him is what class he comes from, what are

Many Russian people opposed this Bolshevik

his roots, his education, his training, and his

oppression and took up arms against them. From

occupation. These questions define the fate

1918-21, Russia found itself in a bloody and de-

of the accused.

structive civil war. Seven million men, women, and
children perished. The Bolsheviks won the civil

Like Marx, Lenin was committed to the goal

war, seized total power, and began to implement

of global communism, and launched the Com-

©VICTIMS OF COMMUNISM MEMORIAL FOUNDATION

31

Lenin

BACKGROUND ESSAY
munist International (Comintern) to achieve that

The first years of Bolshevik Russia under Lenin

goal. The Comintern was based in Moscow with

(1917-24), were more repressive than any of the cen-

branches throughout the world. In America, Len-

turies under the czars (Russian emperors). When

in’s supporters formed the American Communist

death knocked on Lenin’s door in 1924, his chosen

Party in 1919. The world revolution was underway.

successor, Joseph Stalin, was ready to succeed him.

THINK ABOUT IT
1. What is the historical significance of Vladimir Lenin?
2. What were Lenin’s goals when he seized power in Russia?
3. What types of people did Lenin want to eliminate?
4. How did Lenin work to make communism international?
5. 	Briefly describe a society in which private property is abolished and freedoms such as press, religion, and speech are limited by the government.

6. 	Lenin referred to his opponents as “harmful insects” and his associate,
Latsis, talked about “exterminating” people. What does this language
reveal about the attitudes of Lenin and Latsis towards others?

32

COMMUNISM: ITS IDEOLOGY, ITS HISTORY, AND ITS LEGACY

Lenin: Student Handout A

PSA: Lenin
DIRECTIONS:
Choose any one of the following quotes of Vladimir Lenin. Rephrase the statement in your own words
and then answer the question below. Use the Vocab App on the back to help you understand the text.

1.	
The great significance of the proletariat’s struggle for equality . . . will be clear if we
correctly interpret it as meaning the abolition of classes.

2.	
The dictatorship of the proletariat. . . cannot result merely in expansion of democracy.
. . . the dictatorship of the proletariat imposes a series of restrictions on the freedom of
the oppressors, the exploiters, the capitalists.

3.	
We must display determination, endurance, firmness, and unanimity. We must stop at
nothing. Everybody and everything must be used to save the rule of the workers and
peasants, to save communism.

4.	
